algorithm,k,c,d,i,ari,obj,t
gmm_rs_oas,3,-0.1,30,14,0.492107413,-108.0483418,1.497079612
gmm_hg_oas,3,-0.1,30,14,0.863308828,-107.2690984,0.950580298
gmm_ledoitwolf,3,-0.1,30,14,0.403613508,-108.7536129,0.015302701
gmm_ms_ledoitwolf,3,-0.1,30,14,0.921123732,-106.9428707,9.146859616
gmm_rs_ledoitwolf,3,-0.1,30,14,0.494716295,-108.2429849,1.347442971
gmm_hg_ledoitwolf,3,-0.1,30,14,0.89243405,-106.936521,4.761322032
kmeans,3,-0.1,30,15,0.228854555,1.08E+06,0.001451146
kmeans_ms,3,-0.1,30,15,0.664528008,1.04E+06,1.158732079
kmeans_rs,3,-0.1,30,15,0.664528008,1.04E+06,0.268517886
kmeans_hg,3,-0.1,30,15,0.664528008,1.04E+06,0.386692782
gmm,3,-0.1,30,15,0.051752408,-102.3004626,0.003948605
gmm_ms,3,-0.1,30,15,0.026658468,-97.77437586,4.694036586
gmm_rs,3,-0.1,30,15,0.011208574,-98.78534002,0.979345279
gmm_hg,3,-0.1,30,15,0.011640562,-98.11973204,1.340357524
gmm_shrunk,3,-0.1,30,15,0.060461343,-110.716429,0.006420063
gmm_ms_shrunk,3,-0.1,30,15,0.761128854,-109.20005,5.211446582
gmm_rs_shrunk,3,-0.1,30,15,0.486084499,-109.5425859,0.867903413
gmm_hg_shrunk,3,-0.1,30,15,0.757768857,-109.0311205,1.588388062
gmm_oas,3,-0.1,30,15,0.060461343,-110.5482748,0.002795652
gmm_ms_oas,3,-0.1,30,15,0.784665135,-109.4164292,4.591048091
gmm_rs_oas,3,-0.1,30,15,0.521018016,-109.4878642,1.791500872
gmm_hg_oas,3,-0.1,30,15,0.440608424,-109.5652046,1.443717763
gmm_ledoitwolf,3,-0.1,30,15,0.060461343,-110.3737971,0.004787919
gmm_ms_ledoitwolf,3,-0.1,30,15,0.812594573,-109.3089609,9.101664931
gmm_rs_ledoitwolf,3,-0.1,30,15,0.449668126,-109.5690961,1.747656182
gmm_hg_ledoitwolf,3,-0.1,30,15,0.747630442,-109.1956136,4.221026697
kmeans,3,-0.1,30,16,0.513785922,1.18E+06,0.001938648
kmeans_ms,3,-0.1,30,16,0.515552521,1.18E+06,1.341203276
kmeans_rs,3,-0.1,30,16,0.510385314,1.18E+06,0.464386786
kmeans_hg,3,-0.1,30,16,0.516581763,1.18E+06,0.498938256
gmm,3,-0.1,30,16,0.075052653,-107.8334448,0.103266654
gmm_ms,3,-0.1,30,16,0.007263376,-100.4844683,4.7610277
gmm_rs,3,-0.1,30,16,0.007842548,-100.9191817,1.036738911
gmm_hg,3,-0.1,30,16,0.016225382,-99.81778389,0.850216191
gmm_shrunk,3,-0.1,30,16,0.398181761,-112.0726047,0.028210284
gmm_ms_shrunk,3,-0.1,30,16,0.845908169,-110.8960221,4.584216942
gmm_rs_shrunk,3,-0.1,30,16,0.940360137,-110.4493132,0.974034832
gmm_hg_shrunk,3,-0.1,30,16,0.970153889,-110.4380542,2.494608645
gmm_oas,3,-0.1,30,16,0.408513078,-112.2150447,0.018247645
gmm_ms_oas,3,-0.1,30,16,0.855566849,-111.1572712,4.620764949
gmm_rs_oas,3,-0.1,30,16,0.516333463,-111.7409395,1.14229477
gmm_hg_oas,3,-0.1,30,16,0.950323589,-110.7916432,2.235517957
gmm_ledoitwolf,3,-0.1,30,16,0.921033801,-111.2240695,0.029072035
gmm_ms_ledoitwolf,3,-0.1,30,16,0.921033801,-111.2240695,8.179161627
gmm_rs_ledoitwolf,3,-0.1,30,16,0.970001367,-111.1974879,2.274437584
gmm_hg_ledoitwolf,3,-0.1,30,16,0.960185701,-111.1837392,2.287273556
kmeans,3,-0.1,30,17,0.731183679,974596.6045,0.001964353
kmeans_ms,3,-0.1,30,17,0.764852567,974584.1784,1.053749114
kmeans_rs,3,-0.1,30,17,0.748874472,974556.7083,0.430711742
kmeans_hg,3,-0.1,30,17,0.729610344,974592.6272,0.282334335
gmm,3,-0.1,30,17,0.113421863,-109.9627172,0.00858882
gmm_ms,3,-0.1,30,17,0.002530491,-98.78038682,4.007872698
gmm_rs,3,-0.1,30,17,0.011545458,-98.64503981,0.854021818
gmm_hg,3,-0.1,30,17,0.005793826,-97.33808562,1.555787544
gmm_shrunk,3,-0.1,30,17,0.109204206,-110.2331139,0.00959813
gmm_ms_shrunk,3,-0.1,30,17,0.94045877,-107.3719753,4.934746151
gmm_rs_shrunk,3,-0.1,30,17,0.930367159,-107.310143,1.789081494
gmm_hg_shrunk,3,-0.1,30,17,0.920870153,-107.3127222,2.407574833
gmm_oas,3,-0.1,30,17,0.12318517,-110.3274164,0.007916035
gmm_ms_oas,3,-0.1,30,17,0.930226893,-107.7495767,4.571336107
gmm_rs_oas,3,-0.1,30,17,0.503313624,-108.6742819,1.080967448
gmm_hg_oas,3,-0.1,30,17,0.920571022,-107.7434984,1.493923736
gmm_ledoitwolf,3,-0.1,30,17,0.140304007,-110.5846678,0.014902223
gmm_ms_ledoitwolf,3,-0.1,30,17,0.940413505,-107.4458416,8.230640874
gmm_rs_ledoitwolf,3,-0.1,30,17,0.557466013,-108.6937136,1.753441714
gmm_hg_ledoitwolf,3,-0.1,30,17,0.960087747,-107.4117277,4.042916618
kmeans,3,-0.1,30,18,0.1640034,862066.9823,0.002085478
kmeans_ms,3,-0.1,30,18,0.222141703,859426.1384,1.225304885
kmeans_rs,3,-0.1,30,18,0.21942996,859248.0763,0.598463925
kmeans_hg,3,-0.1,30,18,0.217850758,859258.0461,0.44054464
gmm,3,-0.1,30,18,0.008804395,-102.4622944,0.011042227
gmm_ms,3,-0.1,30,18,-0.000114895,-95.11660801,3.480836178
gmm_rs,3,-0.1,30,18,0.004287581,-95.93072579,0.420470498
gmm_hg,3,-0.1,30,18,0.005061918,-95.25998948,1.46582156
gmm_shrunk,3,-0.1,30,18,0.009034811,-107.9189795,0.006714486
gmm_ms_shrunk,3,-0.1,30,18,0.470683879,-106.9355547,3.966165006
gmm_rs_shrunk,3,-0.1,30,18,0.469638161,-107.1237517,1.026121906
gmm_hg_shrunk,3,-0.1,30,18,0.694028258,-106.3637338,1.686797298
gmm_oas,3,-0.1,30,18,0.013077168,-108.0947099,0.012032477
gmm_ms_oas,3,-0.1,30,18,0.502111467,-107.2560608,4.741324238
gmm_rs_oas,3,-0.1,30,18,0.009886214,-107.6155683,0.50204073
gmm_hg_oas,3,-0.1,30,18,0.340665891,-107.2429758,0.95283071
gmm_ledoitwolf,3,-0.1,30,18,0.010818917,-108.6711153,0.008544228
gmm_ms_ledoitwolf,3,-0.1,30,18,0.582491279,-107.6256741,8.437121148
gmm_rs_ledoitwolf,3,-0.1,30,18,0.283109631,-107.9685843,1.656045077
gmm_hg_ledoitwolf,3,-0.1,30,18,0.238868371,-107.5979339,2.769770751
kmeans,3,-0.1,30,19,0.679009512,969501.9825,0.001977108
kmeans_ms,3,-0.1,30,19,0.695805349,969177.8067,1.253901867
kmeans_rs,3,-0.1,30,19,0.696714763,969204.6767,0.402114479
kmeans_hg,3,-0.1,30,19,0.655586953,969214.8158,0.381223226
gmm,3,-0.1,30,19,0.09127234,-110.0895107,0.006994239
gmm_ms,3,-0.1,30,19,0.022655192,-99.08785427,3.993728421
gmm_rs,3,-0.1,30,19,-0.000531989,-99.04916304,1.201283285
gmm_hg,3,-0.1,30,19,0.01102151,-97.26550625,0.888567218
gmm_shrunk,3,-0.1,30,19,0.079991664,-110.302177,0.006457631
gmm_ms_shrunk,3,-0.1,30,19,0.741095584,-108.675123,4.81505387
gmm_rs_shrunk,3,-0.1,30,19,0.474981915,-109.2701939,2.149496029
gmm_hg_shrunk,3,-0.1,30,19,0.495257922,-109.1900648,1.51897872
gmm_oas,3,-0.1,30,19,0.078405105,-110.4916467,0.016293876
gmm_ms_oas,3,-0.1,30,19,0.759111295,-109.0962764,5.007765142
gmm_rs_oas,3,-0.1,30,19,0.470087419,-109.1931296,2.278140361
gmm_hg_oas,3,-0.1,30,19,0.463798035,-109.2664975,0.993468182
gmm_ledoitwolf,3,-0.1,30,19,0.098444712,-110.7682498,0.020173561
gmm_ms_ledoitwolf,3,-0.1,30,19,0.767385486,-108.9543032,9.742946203
gmm_rs_ledoitwolf,3,-0.1,30,19,0.458264971,-109.3622902,1.358314707
gmm_hg_ledoitwolf,3,-0.1,30,19,0.460214554,-109.4505449,1.731268305
kmeans,3,-0.1,30,20,0.534690345,869071.8709,0.00097166
kmeans_ms,3,-0.1,30,20,0.574148081,868369.6523,1.077407466
kmeans_rs,3,-0.1,30,20,0.551321766,868403.9675,0.354350922
kmeans_hg,3,-0.1,30,20,0.574148081,868369.6523,0.320918762
gmm,3,-0.1,30,20,0.419668999,-106.7249086,0.004780853
gmm_ms,3,-0.1,30,20,0.005753702,-95.60926658,3.528066254
gmm_rs,3,-0.1,30,20,0.006645938,-97.20808843,0.494997226
gmm_hg,3,-0.1,30,20,0.014384311,-95.22721944,0.763893016
gmm_shrunk,3,-0.1,30,20,0.482186019,-106.8829856,0.010930415
gmm_ms_shrunk,3,-0.1,30,20,0.752230341,-106.2458547,3.953299198
gmm_rs_shrunk,3,-0.1,30,20,0.848993482,-106.0078944,0.94822219
gmm_hg_shrunk,3,-0.1,30,20,0.789442593,-106.0364217,1.747106381
gmm_oas,3,-0.1,30,20,0.505233467,-107.1364173,0.007394238
gmm_ms_oas,3,-0.1,30,20,0.883508173,-106.426921,4.330549312
gmm_rs_oas,3,-0.1,30,20,0.549029441,-106.7901363,0.850485085
gmm_hg_oas,3,-0.1,30,20,0.658245349,-106.8114558,0.897805563
gmm_ledoitwolf,3,-0.1,30,20,0.562940653,-106.9275773,0.021404906
gmm_ms_ledoitwolf,3,-0.1,30,20,0.789675115,-106.4828638,7.743690414
gmm_rs_ledoitwolf,3,-0.1,30,20,0.475354568,-106.7759,2.945645497
gmm_hg_ledoitwolf,3,-0.1,30,20,0.817543576,-106.3511922,1.90184172
kmeans,3,-0.1,40,1,0.558361013,1.26E+06,0.001518691
kmeans_ms,3,-0.1,40,1,0.59755725,1.26E+06,0.83679354
kmeans_rs,3,-0.1,40,1,0.612935368,1.26E+06,0.194311961
kmeans_hg,3,-0.1,40,1,0.613563272,1.26E+06,0.176386804
gmm,3,-0.1,40,1,0.095635796,-144.6977613,0.004953674
gmm_ms,3,-0.1,40,1,0.006225415,-121.9435881,3.098003949
gmm_rs,3,-0.1,40,1,0.002991803,-128.5346295,0.754169188
gmm_hg,3,-0.1,40,1,0.007014409,-121.6644208,0.893211458
gmm_shrunk,3,-0.1,40,1,0.100168693,-145.0096823,0.011151522
gmm_ms_shrunk,3,-0.1,40,1,0.340334661,-143.7648093,3.301873628
gmm_rs_shrunk,3,-0.1,40,1,0.220858277,-144.076398,0.676549817
gmm_hg_shrunk,3,-0.1,40,1,0.293004898,-143.3545545,1.743623186
gmm_oas,3,-0.1,40,1,0.109529252,-145.483783,0.012159122
gmm_ms_oas,3,-0.1,40,1,0.360713984,-144.0355481,4.568102695
gmm_rs_oas,3,-0.1,40,1,0.018591674,-144.4073665,1.261037341
gmm_hg_oas,3,-0.1,40,1,0.399338191,-143.9846713,0.83171565
gmm_ledoitwolf,3,-0.1,40,1,0.115775408,-145.745148,0.016009968
gmm_ms_ledoitwolf,3,-0.1,40,1,0.02254321,-143.9425412,8.128229339
gmm_rs_ledoitwolf,3,-0.1,40,1,0.060997465,-144.2279694,1.595721775
gmm_hg_ledoitwolf,3,-0.1,40,1,0.401866112,-143.7953339,2.295725626
kmeans,3,-0.1,40,2,0.258415561,1.33E+06,0.001530217
kmeans_ms,3,-0.1,40,2,0.684004289,1.28E+06,0.606490483
kmeans_rs,3,-0.1,40,2,0.689872213,1.28E+06,0.269711339
kmeans_hg,3,-0.1,40,2,0.667109634,1.28E+06,0.145624835
gmm,3,-0.1,40,2,0.239569727,-145.1780599,0.016595018
gmm_ms,3,-0.1,40,2,0.011401806,-123.0711965,2.959641123
gmm_rs,3,-0.1,40,2,0.000755215,-136.0480719,0.730604791
gmm_hg,3,-0.1,40,2,0.017728222,-122.7437095,0.779743199
gmm_shrunk,3,-0.1,40,2,0.240961572,-145.6189336,0.009605879
gmm_ms_shrunk,3,-0.1,40,2,0.462958547,-144.8250035,3.063922252
gmm_rs_shrunk,3,-0.1,40,2,0.426423072,-144.3511399,1.272501804
gmm_hg_shrunk,3,-0.1,40,2,0.499790334,-144.0387642,2.133410849
gmm_oas,3,-0.1,40,2,0.248331821,-146.2180667,0.011099318
gmm_ms_oas,3,-0.1,40,2,0.049250765,-145.0195475,3.778592793
gmm_rs_oas,3,-0.1,40,2,0.027816151,-145.0881535,0.627882548
gmm_hg_oas,3,-0.1,40,2,0.466695583,-144.5413414,1.086103071
gmm_ledoitwolf,3,-0.1,40,2,0.26165634,-146.2787412,0.013118188
gmm_ms_ledoitwolf,3,-0.1,40,2,0.049250765,-144.7781063,7.084980181
gmm_rs_ledoitwolf,3,-0.1,40,2,0.018992107,-145.1749148,1.170636502
gmm_hg_ledoitwolf,3,-0.1,40,2,0.42127907,-144.3735775,1.936281255
kmeans,3,-0.1,40,3,0.590326838,1.34E+06,0.003011005
kmeans_ms,3,-0.1,40,3,0.593585483,1.34E+06,0.875954786
kmeans_rs,3,-0.1,40,3,0.578177931,1.34E+06,0.225395252
kmeans_hg,3,-0.1,40,3,0.59513074,1.34E+06,0.207905041
gmm,3,-0.1,40,3,0.03484704,-144.426769,0.002724507
gmm_ms,3,-0.1,40,3,0.03055382,-123.0704185,15.47091489
gmm_rs,3,-0.1,40,3,0.004814683,-129.7387873,0.941182248
gmm_hg,3,-0.1,40,3,0.02078942,-122.9126168,1.024855144
gmm_shrunk,3,-0.1,40,3,0.055714245,-145.7379229,0.008059208
gmm_ms_shrunk,3,-0.1,40,3,0.442142303,-145.0122601,3.2968473
gmm_rs_shrunk,3,-0.1,40,3,0.139937024,-144.6297761,0.88234808
gmm_hg_shrunk,3,-0.1,40,3,0.317505769,-144.3257836,2.191057332
gmm_oas,3,-0.1,40,3,0.099592756,-146.0567849,0.012851426
gmm_ms_oas,3,-0.1,40,3,0.394522025,-145.0781334,4.128972496
gmm_rs_oas,3,-0.1,40,3,0.384702309,-144.9348079,0.617237337
gmm_hg_oas,3,-0.1,40,3,0.127910149,-144.8457708,1.148164014
gmm_ledoitwolf,3,-0.1,40,3,0.253432313,-146.7648167,0.016968777
gmm_ms_ledoitwolf,3,-0.1,40,3,0.408069476,-145.5078052,9.033047055
gmm_rs_ledoitwolf,3,-0.1,40,3,0.005863531,-146.5230245,0.665284569
gmm_hg_ledoitwolf,3,-0.1,40,3,0.034642888,-145.7112362,2.09845501
kmeans,3,-0.1,40,4,0.5151044,1.36E+06,0.001811099
kmeans_ms,3,-0.1,40,4,0.564382295,1.35E+06,0.842990529
kmeans_rs,3,-0.1,40,4,0.538330639,1.35E+06,0.173679811
kmeans_hg,3,-0.1,40,4,0.493839672,1.35E+06,0.16665886
gmm,3,-0.1,40,4,0.189110067,-145.1107197,0.008170503
gmm_ms,3,-0.1,40,4,0.008938167,-124.0003808,3.124773983
gmm_rs,3,-0.1,40,4,0.000952253,-134.8890404,0.758234539
gmm_hg,3,-0.1,40,4,0.007565697,-123.3510358,1.562959082
gmm_shrunk,3,-0.1,40,4,0.187550358,-145.7860496,0.009144691
gmm_ms_shrunk,3,-0.1,40,4,0.408507656,-144.6822413,3.54055244
gmm_rs_shrunk,3,-0.1,40,4,0.443404348,-144.0897159,1.823983557
gmm_hg_shrunk,3,-0.1,40,4,0.4969361,-144.0269777,1.998862995
gmm_oas,3,-0.1,40,4,0.197582832,-146.378621,0.00859184
gmm_ms_oas,3,-0.1,40,4,0.476780161,-145.068059,4.121529833
gmm_rs_oas,3,-0.1,40,4,0.442894586,-144.9037447,0.675801723
gmm_hg_oas,3,-0.1,40,4,0.488592005,-144.8719969,1.565071086
gmm_ledoitwolf,3,-0.1,40,4,0.239364081,-147.0843195,0.015331541
gmm_ms_ledoitwolf,3,-0.1,40,4,0.556737439,-145.3398196,9.191028742
gmm_rs_ledoitwolf,3,-0.1,40,4,0.480982284,-145.6632331,3.061511424
gmm_hg_ledoitwolf,3,-0.1,40,4,0.463981452,-145.4299762,2.562510065
kmeans,3,-0.1,40,5,0.587740382,1.20E+06,0.00167196
kmeans_ms,3,-0.1,40,5,0.59788872,1.20E+06,0.806087972
kmeans_rs,3,-0.1,40,5,0.606035855,1.20E+06,0.322899221
kmeans_hg,3,-0.1,40,5,0.614169292,1.20E+06,0.322614544
gmm,3,-0.1,40,5,0.247133881,-142.7120709,0.005789901
gmm_ms,3,-0.1,40,5,0.012750115,-121.5776611,14.56194308
gmm_rs,3,-0.1,40,5,0.005747624,-131.3541483,0.539402241
gmm_hg,3,-0.1,40,5,0.01334976,-121.0715786,0.79349169
gmm_shrunk,3,-0.1,40,5,0.346252638,-142.8209979,0.014946231
gmm_ms_shrunk,3,-0.1,40,5,0.350564792,-142.3930173,3.272698302
gmm_rs_shrunk,3,-0.1,40,5,0.737483317,-140.5725008,2.309988856
gmm_hg_shrunk,3,-0.1,40,5,0.647491894,-140.7770711,2.550612818
gmm_oas,3,-0.1,40,5,0.414143559,-143.2510855,0.019404052
gmm_ms_oas,3,-0.1,40,5,0.417092074,-142.917023,4.128276147
gmm_rs_oas,3,-0.1,40,5,0.432755119,-142.2833813,0.5740419
gmm_hg_oas,3,-0.1,40,5,0.466572167,-142.313435,2.025576351
gmm_ledoitwolf,3,-0.1,40,5,0.419117583,-143.2687607,0.030635386
gmm_ms_ledoitwolf,3,-0.1,40,5,0.459359223,-142.9761362,8.744977286
gmm_rs_ledoitwolf,3,-0.1,40,5,0.459095272,-142.5964602,1.154406309
gmm_hg_ledoitwolf,3,-0.1,40,5,0.722827591,-142.0013234,5.666450366
kmeans,3,-0.1,40,6,0.693523241,1.26E+06,0.001254908
kmeans_ms,3,-0.1,40,6,0.710201309,1.26E+06,0.604319605
kmeans_rs,3,-0.1,40,6,0.684535432,1.26E+06,0.31040894
kmeans_hg,3,-0.1,40,6,0.710487144,1.26E+06,0.253436787
gmm,3,-0.1,40,6,0.114446759,-133.7617814,0.007975657
gmm_ms,3,-0.1,40,6,0.019512153,-121.7939987,12.48235682
gmm_rs,3,-0.1,40,6,0.02703612,-125.0388687,0.578049516
gmm_hg,3,-0.1,40,6,0.018152249,-122.4252669,1.170115683
gmm_shrunk,3,-0.1,40,6,0.178222738,-143.8868734,0.008579333
gmm_ms_shrunk,3,-0.1,40,6,0.613638288,-142.4739227,3.797173646
gmm_rs_shrunk,3,-0.1,40,6,0.901588267,-141.0458948,2.015598716
gmm_hg_shrunk,3,-0.1,40,6,0.883845634,-141.0477425,2.639897799
gmm_oas,3,-0.1,40,6,0.42374005,-142.9764508,0.018410872
gmm_ms_oas,3,-0.1,40,6,0.676170769,-142.9518138,4.396234434
gmm_rs_oas,3,-0.1,40,6,0.510680837,-142.704815,0.660440671
gmm_hg_oas,3,-0.1,40,6,0.844925335,-141.9271921,2.72659481
gmm_ledoitwolf,3,-0.1,40,6,0.472252813,-143.2301564,0.03040552
gmm_ms_ledoitwolf,3,-0.1,40,6,0.638225916,-143.0351352,8.561482092
gmm_rs_ledoitwolf,3,-0.1,40,6,0.472252813,-143.2301564,1.037472718
gmm_hg_ledoitwolf,3,-0.1,40,6,0.892330722,-141.7818878,4.80474812
kmeans,3,-0.1,40,7,0.16980801,1.29E+06,0.00345401
kmeans_ms,3,-0.1,40,7,0.435023959,1.27E+06,0.977670392
kmeans_rs,3,-0.1,40,7,0.41559187,1.27E+06,0.176735772
kmeans_hg,3,-0.1,40,7,0.447370858,1.27E+06,0.338403747
gmm,3,-0.1,40,7,0.009217791,-138.4818949,0.015052447
gmm_ms,3,-0.1,40,7,0.030912554,-121.935528,3.836397237
gmm_rs,3,-0.1,40,7,0.00423467,-127.5994321,0.664171315
gmm_hg,3,-0.1,40,7,0.004542387,-122.6988128,0.766247806
gmm_shrunk,3,-0.1,40,7,0.008856609,-145.1831544,0.012397053
gmm_ms_shrunk,3,-0.1,40,7,0.15222005,-144.6258456,3.571956327
gmm_rs_shrunk,3,-0.1,40,7,0.18071359,-144.1836112,1.548927993
gmm_hg_shrunk,3,-0.1,40,7,0.346453262,-143.9181139,2.360142129
gmm_oas,3,-0.1,40,7,0.0168814,-145.6119448,0.014702413
gmm_ms_oas,3,-0.1,40,7,0.029938566,-144.6361044,4.631798241
gmm_rs_oas,3,-0.1,40,7,0.070626999,-144.456276,1.853914477
gmm_hg_oas,3,-0.1,40,7,0.440504008,-144.1599267,2.265442137
gmm_ledoitwolf,3,-0.1,40,7,0.032434214,-146.7322305,0.02179877
gmm_ms_ledoitwolf,3,-0.1,40,7,0.01081627,-145.0606896,9.109983447
gmm_rs_ledoitwolf,3,-0.1,40,7,0.00415832,-145.7113342,0.745273689
gmm_hg_ledoitwolf,3,-0.1,40,7,0.024626611,-144.8778013,2.7319877
kmeans,3,-0.1,40,8,0.494253848,1.21E+06,0.001734925
kmeans_ms,3,-0.1,40,8,0.591178772,1.21E+06,1.347029908
kmeans_rs,3,-0.1,40,8,0.578103204,1.21E+06,0.582599238
kmeans_hg,3,-0.1,40,8,0.591178772,1.21E+06,0.316973407
gmm,3,-0.1,40,8,0.085609101,-144.0772399,0.005999177
gmm_ms,3,-0.1,40,8,0.003272625,-121.4171358,3.333286715
gmm_rs,3,-0.1,40,8,0.01536837,-124.2151657,0.964974293
gmm_hg,3,-0.1,40,8,0.021243869,-121.5752931,0.79596356
gmm_shrunk,3,-0.1,40,8,0.10218403,-144.2725394,0.007942812
gmm_ms_shrunk,3,-0.1,40,8,0.357033948,-143.1760529,3.512873171
gmm_rs_shrunk,3,-0.1,40,8,0.46595102,-142.3091524,1.430915242
gmm_hg_shrunk,3,-0.1,40,8,0.794328066,-141.2148033,2.140717843
gmm_oas,3,-0.1,40,8,0.104008144,-144.8007648,0.013868654
gmm_ms_oas,3,-0.1,40,8,0.272102318,-143.3048629,4.94481325
gmm_rs_oas,3,-0.1,40,8,0.151334154,-143.0528112,0.891487538
gmm_hg_oas,3,-0.1,40,8,0.361771155,-142.9084303,1.721529779
gmm_ledoitwolf,3,-0.1,40,8,0.128301857,-145.1046741,0.025149221
gmm_ms_ledoitwolf,3,-0.1,40,8,0.468435138,-143.4342363,8.135188771
gmm_rs_ledoitwolf,3,-0.1,40,8,0.486040475,-144.0894483,2.831659166
gmm_hg_ledoitwolf,3,-0.1,40,8,0.460667768,-143.4347461,4.375171577
kmeans,3,-0.1,40,9,0.689481675,1.58E+06,0.001749607
kmeans_ms,3,-0.1,40,9,0.65921841,1.58E+06,0.696109069
kmeans_rs,3,-0.1,40,9,0.711970388,1.58E+06,0.16809245
kmeans_hg,3,-0.1,40,9,0.681230732,1.58E+06,0.54904814
gmm,3,-0.1,40,9,0.106276119,-148.3660808,0.005113082
gmm_ms,3,-0.1,40,9,0.031828659,-126.6638755,3.979992464
gmm_rs,3,-0.1,40,9,0.013769758,-134.0254326,1.225677394
gmm_hg,3,-0.1,40,9,0.017643829,-127.7201782,0.897754916
gmm_shrunk,3,-0.1,40,9,0.18274917,-148.726798,0.014732213
gmm_ms_shrunk,3,-0.1,40,9,0.306513491,-148.1243744,4.342003744
gmm_rs_shrunk,3,-0.1,40,9,0.820114374,-146.1595659,3.716427488
gmm_hg_shrunk,3,-0.1,40,9,0.676979115,-146.6135922,3.623407418
gmm_oas,3,-0.1,40,9,0.225099804,-149.194099,0.017587055
gmm_ms_oas,3,-0.1,40,9,0.514947317,-147.535099,5.36624947
gmm_rs_oas,3,-0.1,40,9,0.529993135,-147.4845598,0.810871146
gmm_hg_oas,3,-0.1,40,9,0.535697621,-147.3562333,3.05027821
gmm_ledoitwolf,3,-0.1,40,9,0.472130601,-148.4922626,0.054775286
gmm_ms_ledoitwolf,3,-0.1,40,9,0.38999479,-147.9302663,10.79063308
gmm_rs_ledoitwolf,3,-0.1,40,9,0.605286255,-147.4801068,2.189930989
gmm_hg_ledoitwolf,3,-0.1,40,9,0.573236433,-147.759352,2.377641173
kmeans,3,-0.1,40,10,0.131729263,1.67E+06,0.002133972
kmeans_ms,3,-0.1,40,10,0.387870089,1.65E+06,0.663926123
kmeans_rs,3,-0.1,40,10,0.400920606,1.65E+06,0.312342116
kmeans_hg,3,-0.1,40,10,0.401196836,1.65E+06,0.448777092
gmm,3,-0.1,40,10,0.008247702,-136.8629609,0.004855844
gmm_ms,3,-0.1,40,10,0.01446086,-126.2550061,14.3452748
gmm_rs,3,-0.1,40,10,0.004696441,-129.2035261,1.322949729
gmm_hg,3,-0.1,40,10,0.014990496,-126.101069,1.017907733
gmm_shrunk,3,-0.1,40,10,0.008247702,-150.8847862,0.002333589
gmm_ms_shrunk,3,-0.1,40,10,0.478559539,-146.5650104,5.030268335
gmm_rs_shrunk,3,-0.1,40,10,0.520674917,-146.3803284,1.618411964
gmm_hg_shrunk,3,-0.1,40,10,0.4795361,-146.1996195,3.347994515
gmm_oas,3,-0.1,40,10,0.008247702,-150.6189533,0.002301818
gmm_ms_oas,3,-0.1,40,10,0.495027786,-146.5816771,5.195746034
gmm_rs_oas,3,-0.1,40,10,0.514782267,-146.5114718,2.71500054
gmm_hg_oas,3,-0.1,40,10,0.882412412,-145.7981634,3.861426024
gmm_ledoitwolf,3,-0.1,40,10,0.008247702,-150.7462589,0.003763386
gmm_ms_ledoitwolf,3,-0.1,40,10,0.453709272,-147.392416,8.864602878
gmm_rs_ledoitwolf,3,-0.1,40,10,0.528780481,-148.628443,1.687843097
gmm_hg_ledoitwolf,3,-0.1,40,10,0.47247887,-147.7152519,5.229920529
kmeans,3,-0.1,40,11,0.544759228,1.75E+06,0.004552955
kmeans_ms,3,-0.1,40,11,0.449258037,1.74E+06,0.841284773
kmeans_rs,3,-0.1,40,11,0.495537116,1.74E+06,0.222868027
kmeans_hg,3,-0.1,40,11,0.461443008,1.74E+06,0.517361273
gmm,3,-0.1,40,11,0.222864074,-148.3585976,0.006910027
gmm_ms,3,-0.1,40,11,0.062728679,-125.8601044,15.23755578
gmm_rs,3,-0.1,40,11,0.011737241,-132.4369262,1.406798594
gmm_hg,3,-0.1,40,11,0.042027427,-126.1167394,1.34880216
gmm_shrunk,3,-0.1,40,11,0.289061969,-149.1388737,0.008845024
gmm_ms_shrunk,3,-0.1,40,11,0.484042883,-146.7846738,5.49359105
gmm_rs_shrunk,3,-0.1,40,11,0.980017349,-144.7394311,2.702052532
gmm_hg_shrunk,3,-0.1,40,11,0.960337378,-144.7337261,3.975703844
gmm_oas,3,-0.1,40,11,0.339047235,-149.4855035,0.019701203
gmm_ms_oas,3,-0.1,40,11,0.505427502,-146.8820262,6.402616291
gmm_rs_oas,3,-0.1,40,11,0.497098022,-147.0574063,2.848399633
gmm_hg_oas,3,-0.1,40,11,0.970153889,-145.8878521,3.935980239
gmm_ledoitwolf,3,-0.1,40,11,0.416653267,-148.5438469,0.039171036
gmm_ms_ledoitwolf,3,-0.1,40,11,0.490706736,-147.7827011,9.348704673
gmm_rs_ledoitwolf,3,-0.1,40,11,0.499593755,-148.0414556,3.025821612
gmm_hg_ledoitwolf,3,-0.1,40,11,0.487315099,-147.8613036,3.599656099
kmeans,3,-0.1,40,12,0.310025931,1.52E+06,0.005795679
kmeans_ms,3,-0.1,40,12,0.561204343,1.51E+06,1.053790957
kmeans_rs,3,-0.1,40,12,0.546404192,1.51E+06,0.300121308
kmeans_hg,3,-0.1,40,12,0.54881131,1.51E+06,0.387333605
gmm,3,-0.1,40,12,0.068923514,-137.3397938,0.018284796
gmm_ms,3,-0.1,40,12,0.026069238,-126.04166,3.670287039
gmm_rs,3,-0.1,40,12,0.005526843,-126.1962174,0.62197793
