algorithm,k,c,d,i,ari,nmi,ci_sphere,ci_ellipsoid,ci_ellipsoid_norm,ci_mixture,ci_mixture_norm,mirkins_index,huberts_index,varinfo,vmeasure,obj,t
gmm_ms_ledoitwolf,3,0.21,5,12,0.980068022,0.970191155,0,0,0,0,0,0.008829431,0.982341137,0.065492751,0.970191155,-19.59855638,0.393183101
gmm_ms_oas,3,0.21,5,12,0.980068022,0.970191155,0,0,0,0,0,0.008829431,0.982341137,0.065492751,0.970191155,-19.60220086,0.309350857
gmm_ms_shrunk,3,0.21,5,12,0.980068022,0.970191155,0,0,0,0,0,0.008829431,0.982341137,0.065492751,0.970191155,-19.60320283,0.287221126
gmm_oas,3,0.21,5,12,0.989983167,0.982992973,0,0,0,0,0,0.004437012,0.991125975,0.03736769,0.982992973,-19.60607379,0.001209036
gmm_rs,3,0.21,5,12,0.980068022,0.970191155,0,0,0,0,0,0.008829431,0.982341137,0.065492751,0.970191155,-19.59847764,0.236976517
gmm_rs_ledoitwolf,3,0.21,5,12,0.980068022,0.970191155,0,0,0,0,0,0.008829431,0.982341137,0.065492751,0.970191155,-19.59855748,0.300587266
gmm_rs_oas,3,0.21,5,12,0.980068022,0.970191155,0,0,0,0,0,0.008829431,0.982341137,0.065492751,0.970191155,-19.60219821,0.23478876
gmm_rs_shrunk,3,0.21,5,12,0.980068022,0.970191155,0,0,0,0,0,0.008829431,0.982341137,0.065492751,0.970191155,-19.60320235,0.217725707
gmm_shrunk,3,0.21,5,12,0.980068022,0.970191155,0,0,0,0,0,0.008829431,0.982341137,0.065492751,0.970191155,-19.60651985,0.001084489
kmeans,3,0.21,5,12,0.980068022,0.970191155,0,2,2,0,0,0.008829431,0.982341137,0.065492751,0.970191155,170245.1894,0.001114397
kmeans_hg,3,0.21,5,12,0.980068022,0.970191155,0,2,2,0,0,0.008829431,0.982341137,0.065492751,0.970191155,170245.1894,0.331934432
kmeans_ms,3,0.21,5,12,0.980068022,0.970191155,0,2,2,0,0,0.008829431,0.982341137,0.065492751,0.970191155,170245.1894,0.350751463
kmeans_rs,3,0.21,5,12,0.980068022,0.970191155,0,2,2,0,0,0.008829431,0.982341137,0.065492751,0.970191155,170245.1894,0.239097369
gmm,3,0.21,5,13,0.980066667,0.966016804,0,0,0,0,0,0.008829431,0.982341137,0.074668712,0.966016804,-19.85273084,0.002149293
gmm_hg,3,0.21,5,13,0.989983167,0.982992973,0,0,0,0,0,0.004437012,0.991125975,0.03736769,0.982992973,-19.85233404,0.316706366
gmm_hg_ledoitwolf,3,0.21,5,13,0.989983167,0.982992973,0,0,0,0,0,0.004437012,0.991125975,0.03736769,0.982992973,-19.8524339,0.388138843
gmm_hg_oas,3,0.21,5,13,0.989983167,0.982992973,0,0,0,0,0,0.004437012,0.991125975,0.03736769,0.982992973,-19.85783755,0.38053617
gmm_hg_shrunk,3,0.21,5,13,0.989983167,0.982992973,0,0,0,0,0,0.004437012,0.991125975,0.03736769,0.982992973,-19.85970129,0.328888635
gmm_ledoitwolf,3,0.21,5,13,0.980066667,0.966016804,0,0,0,0,0,0.008829431,0.982341137,0.074668712,0.966016804,-19.85264134,0.002252693
gmm_ms,3,0.21,5,13,0.989983167,0.982992973,0,0,0,0,0,0.004437012,0.991125975,0.03736769,0.982992973,-19.85233413,0.40105616
gmm_ms_ledoitwolf,3,0.21,5,13,0.989983167,0.982992973,0,0,0,0,0,0.004437012,0.991125975,0.03736769,0.982992973,-19.8524339,0.435816811
gmm_ms_oas,3,0.21,5,13,0.989983167,0.982992973,0,0,0,0,0,0.004437012,0.991125975,0.03736769,0.982992973,-19.85783849,0.342724773
gmm_ms_shrunk,3,0.21,5,13,0.989983167,0.982992973,0,0,0,0,0,0.004437012,0.991125975,0.03736769,0.982992973,-19.85972287,0.296720238
gmm_oas,3,0.21,5,13,0.989983167,0.982992973,0,0,0,0,0,0.004437012,0.991125975,0.03736769,0.982992973,-19.85833228,0.001745005
gmm_rs,3,0.21,5,13,0.989983167,0.982992973,0,0,0,0,0,0.004437012,0.991125975,0.03736769,0.982992973,-19.85233379,0.296453965
gmm_rs_ledoitwolf,3,0.21,5,13,0.989983167,0.982992973,0,0,0,0,0,0.004437012,0.991125975,0.03736769,0.982992973,-19.85243331,0.336999061
gmm_rs_oas,3,0.21,5,13,0.989983167,0.982992973,0,0,0,0,0,0.004437012,0.991125975,0.03736769,0.982992973,-19.8578233,0.249048572
gmm_rs_shrunk,3,0.21,5,13,0.989983167,0.982992973,0,0,0,0,0,0.004437012,0.991125975,0.03736769,0.982992973,-19.85969576,0.223581091
gmm_shrunk,3,0.21,5,13,0.989983167,0.982992973,0,0,0,0,0,0.004437012,0.991125975,0.03736769,0.982992973,-19.86000844,0.001688626
kmeans,3,0.21,5,13,0.970050173,0.949009262,0,2,2,0,0,0.013266444,0.973467113,0.112036403,0.949009262,189204.3643,0.001262762
kmeans_hg,3,0.21,5,13,0.970050173,0.949009262,0,2,2,0,0,0.013266444,0.973467113,0.112036403,0.949009262,189204.3643,0.295099002
kmeans_ms,3,0.21,5,13,0.970050173,0.949009262,0,2,2,0,0,0.013266444,0.973467113,0.112036403,0.949009262,189204.3643,0.331592307
kmeans_rs,3,0.21,5,13,0.970050173,0.949009262,0,2,2,0,0,0.013266444,0.973467113,0.112036403,0.949009262,189204.3643,0.230598481
gmm,3,0.21,5,14,0.98001667,0.966001118,0,0,0,0,0,0.008851728,0.982296544,0.074702046,0.966001118,-19.80850032,0.001770211
gmm_hg,3,0.21,5,14,0.98001667,0.966001118,0,0,0,0,0,0.008851728,0.982296544,0.074702046,0.966001118,-19.80849381,0.321265417
gmm_hg_ledoitwolf,3,0.21,5,14,0.98001667,0.966001118,0,0,0,0,0,0.008851728,0.982296544,0.074702046,0.966001118,-19.80869205,0.369937064
gmm_hg_oas,3,0.21,5,14,0.98001667,0.966001118,0,0,0,0,0,0.008851728,0.982296544,0.074702046,0.966001118,-19.8190098,0.289210043
gmm_hg_shrunk,3,0.21,5,14,0.98001667,0.966001118,0,0,0,0,0,0.008851728,0.982296544,0.074702046,0.966001118,-19.81992715,0.355287344
gmm_ledoitwolf,3,0.21,5,14,0.98001667,0.966001118,0,0,0,0,0,0.008851728,0.982296544,0.074702046,0.966001118,-19.80870518,0.001705742
gmm_ms,3,0.21,5,14,0.98001667,0.966001118,0,0,0,0,0,0.008851728,0.982296544,0.074702046,0.966001118,-19.80849372,0.342009622
gmm_ms_ledoitwolf,3,0.21,5,14,0.98001667,0.966001118,0,0,0,0,0,0.008851728,0.982296544,0.074702046,0.966001118,-19.8086919,0.384108786
gmm_ms_oas,3,0.21,5,14,0.98001667,0.966001118,0,0,0,0,0,0.008851728,0.982296544,0.074702046,0.966001118,-19.81900732,0.30177417
gmm_ms_shrunk,3,0.21,5,14,0.98001667,0.966001118,0,0,0,0,0,0.008851728,0.982296544,0.074702046,0.966001118,-19.81991679,0.269483361
gmm_oas,3,0.21,5,14,0.98001667,0.966001118,0,0,0,0,0,0.008851728,0.982296544,0.074702046,0.966001118,-19.81924065,0.001191326
gmm_rs,3,0.21,5,14,0.98001667,0.966001118,0,0,0,0,0,0.008851728,0.982296544,0.074702046,0.966001118,-19.80849373,0.285006751
gmm_rs_ledoitwolf,3,0.21,5,14,0.98001667,0.966001118,0,0,0,0,0,0.008851728,0.982296544,0.074702046,0.966001118,-19.80869167,0.347980141
gmm_rs_oas,3,0.21,5,14,0.98001667,0.966001118,0,0,0,0,0,0.008851728,0.982296544,0.074702046,0.966001118,-19.81905647,0.28977017
gmm_rs_shrunk,3,0.21,5,14,0.98001667,0.966001118,0,0,0,0,0,0.008851728,0.982296544,0.074702046,0.966001118,-19.81992719,0.277543548
gmm_shrunk,3,0.21,5,14,0.98001667,0.966001118,0,0,0,0,0,0.008851728,0.982296544,0.074702046,0.966001118,-19.82004777,0.000979309
kmeans,3,0.21,5,14,0.989983167,0.982992973,0,2,2,0,0,0.004437012,0.991125975,0.03736769,0.982992973,179066.1533,0.001234349
kmeans_hg,3,0.21,5,14,0.989983167,0.982992973,0,2,2,0,0,0.004437012,0.991125975,0.03736769,0.982992973,179066.1533,0.31176346
kmeans_ms,3,0.21,5,14,0.989983167,0.982992973,0,2,2,0,0,0.004437012,0.991125975,0.03736769,0.982992973,179066.1533,0.342399235
kmeans_rs,3,0.21,5,14,0.989983167,0.982992973,0,2,2,0,0,0.004437012,0.991125975,0.03736769,0.982992973,179066.1533,0.228354502
gmm,3,0.21,5,15,0.98001667,0.966001118,0,0,0,0,0,0.008851728,0.982296544,0.074702046,0.966001118,-19.54652842,0.001445998
gmm_hg,3,0.21,5,15,0.989983167,0.982992973,0,0,0,0,0,0.004437012,0.991125975,0.03736769,0.982992973,-19.5464079,0.349756589
gmm_hg_ledoitwolf,3,0.21,5,15,0.989983167,0.982992973,0,0,0,0,0,0.004437012,0.991125975,0.03736769,0.982992973,-19.54689879,0.404278687
gmm_hg_oas,3,0.21,5,15,0.989983167,0.982992973,0,0,0,0,0,0.004437012,0.991125975,0.03736769,0.982992973,-19.55325623,0.271731085
gmm_hg_shrunk,3,0.21,5,15,0.98001667,0.966001118,0,0,0,0,0,0.008851728,0.982296544,0.074702046,0.966001118,-19.56860476,0.326484005
gmm_ledoitwolf,3,0.21,5,15,0.98001667,0.966001118,0,0,0,0,0,0.008851728,0.982296544,0.074702046,0.966001118,-19.54708236,0.001640763
gmm_ms,3,0.21,5,15,0.989983167,0.982992973,0,0,0,0,0,0.004437012,0.991125975,0.03736769,0.982992973,-19.54640766,0.363645562
gmm_ms_ledoitwolf,3,0.21,5,15,0.989983167,0.982992973,0,0,0,0,0,0.004437012,0.991125975,0.03736769,0.982992973,-19.54689541,0.368624534
gmm_ms_oas,3,0.21,5,15,0.989983167,0.982992973,0,0,0,0,0,0.004437012,0.991125975,0.03736769,0.982992973,-19.55325623,0.300755956
gmm_ms_shrunk,3,0.21,5,15,0.98001667,0.966001118,0,0,0,0,0,0.008851728,0.982296544,0.074702046,0.966001118,-19.56861669,0.277395746
gmm_oas,3,0.21,5,15,0.98001667,0.966001118,0,0,0,0,0,0.008851728,0.982296544,0.074702046,0.966001118,-19.55397093,0.001403887
gmm_rs,3,0.21,5,15,0.989983167,0.982992973,0,0,0,0,0,0.004437012,0.991125975,0.03736769,0.982992973,-19.54640762,0.369045093
gmm_rs_ledoitwolf,3,0.21,5,15,0.989983167,0.982992973,0,0,0,0,0,0.004437012,0.991125975,0.03736769,0.982992973,-19.5469055,0.340595921
gmm_rs_oas,3,0.21,5,15,0.989983167,0.982992973,0,0,0,0,0,0.004437012,0.991125975,0.03736769,0.982992973,-19.55327356,0.263215295
gmm_rs_shrunk,3,0.21,5,15,0.98001667,0.966001118,0,0,0,0,0,0.008851728,0.982296544,0.074702046,0.966001118,-19.5686066,0.209352776
gmm_shrunk,3,0.21,5,15,0.98001667,0.966001118,0,0,0,0,0,0.008851728,0.982296544,0.074702046,0.966001118,-19.56947597,0.001226395
kmeans,3,0.21,5,15,0.989983167,0.982992973,0,2,2,0,0,0.004437012,0.991125975,0.03736769,0.982992973,187005.4686,0.001371297
kmeans_hg,3,0.21,5,15,0.989983167,0.982992973,0,2,2,0,0,0.004437012,0.991125975,0.03736769,0.982992973,187005.4686,0.3149805
kmeans_ms,3,0.21,5,15,0.989983167,0.982992973,0,2,2,0,0,0.004437012,0.991125975,0.03736769,0.982992973,187005.4686,0.344806751
kmeans_rs,3,0.21,5,15,0.989983167,0.982992973,0,2,2,0,0,0.004437012,0.991125975,0.03736769,0.982992973,187005.4686,0.228703323
gmm,3,0.21,5,16,1,1,0,0,0,0,0,0,1,0,1,-18.64138438,0.001363633
gmm_hg,3,0.21,5,16,1,1,0,0,0,0,0,0,1,0,1,-18.64138355,0.270273893
gmm_hg_ledoitwolf,3,0.21,5,16,1,1,0,0,0,0,0,0,1,0,1,-18.64460135,0.410104851
gmm_hg_oas,3,0.21,5,16,1,1,0,0,0,0,0,0,1,0,1,-18.66788841,0.308888211
gmm_hg_shrunk,3,0.21,5,16,0.989983167,0.982992973,0,0,0,0,0,0.004437012,0.991125975,0.03736769,0.982992973,-18.72481999,0.262571045
gmm_ledoitwolf,3,0.21,5,16,1,1,0,0,0,0,0,0,1,0,1,-18.64471202,0.001427291
gmm_ms,3,0.21,5,16,1,1,0,0,0,0,0,0,1,0,1,-18.64138334,0.328699374
gmm_ms_ledoitwolf,3,0.21,5,16,1,1,0,0,0,0,0,0,1,0,1,-18.64460211,0.357352789
gmm_ms_oas,3,0.21,5,16,1,1,0,0,0,0,0,0,1,0,1,-18.66788283,0.291303704
gmm_ms_shrunk,3,0.21,5,16,0.989983167,0.982992973,0,0,0,0,0,0.004437012,0.991125975,0.03736769,0.982992973,-18.72480333,0.267853025
gmm_oas,3,0.21,5,16,0.989983167,0.982992973,0,0,0,0,0,0.004437012,0.991125975,0.03736769,0.982992973,-18.66822648,0.001260122
gmm_rs,3,0.21,5,16,1,1,0,0,0,0,0,0,1,0,1,-18.64138334,0.266145602
gmm_rs_ledoitwolf,3,0.21,5,16,1,1,0,0,0,0,0,0,1,0,1,-18.64460183,0.337618593
gmm_rs_oas,3,0.21,5,16,1,1,0,0,0,0,0,0,1,0,1,-18.66787999,0.256686916
gmm_rs_shrunk,3,0.21,5,16,0.989983167,0.982992973,0,0,0,0,0,0.004437012,0.991125975,0.03736769,0.982992973,-18.72488379,0.252424688
gmm_shrunk,3,0.21,5,16,0.989983167,0.982992973,0,0,0,0,0,0.004437012,0.991125975,0.03736769,0.982992973,-18.72549134,0.001159084
kmeans,3,0.21,5,16,0.989983167,0.982992973,0,2,2,0,0,0.004437012,0.991125975,0.03736769,0.982992973,139331.4425,0.001307668
kmeans_hg,3,0.21,5,16,0.989983167,0.982992973,0,2,2,0,0,0.004437012,0.991125975,0.03736769,0.982992973,139331.4425,0.32902472
kmeans_ms,3,0.21,5,16,0.989983167,0.982992973,0,2,2,0,0,0.004437012,0.991125975,0.03736769,0.982992973,139331.4425,0.349324149
kmeans_rs,3,0.21,5,16,0.989983167,0.982992973,0,2,2,0,0,0.004437012,0.991125975,0.03736769,0.982992973,139331.4425,0.241172068
gmm,3,0.21,5,17,1,1,0,0,0,0,0,0,1,0,1,-18.87174648,0.001967241
gmm_hg,3,0.21,5,17,1,1,0,0,0,0,0,0,1,0,1,-18.87171072,0.359378797
gmm_hg_ledoitwolf,3,0.21,5,17,1,1,0,0,0,0,0,0,1,0,1,-18.87189383,0.34608177
gmm_hg_oas,3,0.21,5,17,1,1,0,0,0,0,0,0,1,0,1,-18.87784492,0.303554994
gmm_hg_shrunk,3,0.21,5,17,1,1,0,0,0,0,0,0,1,0,1,-18.87912328,0.319392777
gmm_ledoitwolf,3,0.21,5,17,1,1,0,0,0,0,0,0,1,0,1,-18.87191919,0.002207136
gmm_ms,3,0.21,5,17,1,1,0,0,0,0,0,0,1,0,1,-18.87171055,0.421229828
gmm_ms_ledoitwolf,3,0.21,5,17,1,1,0,0,0,0,0,0,1,0,1,-18.87189391,0.432258301
gmm_ms_oas,3,0.21,5,17,1,1,0,0,0,0,0,0,1,0,1,-18.87784286,0.329678173
gmm_ms_shrunk,3,0.21,5,17,1,1,0,0,0,0,0,0,1,0,1,-18.87912249,0.296435828
gmm_oas,3,0.21,5,17,1,1,0,0,0,0,0,0,1,0,1,-18.87791615,0.001830433
gmm_rs,3,0.21,5,17,1,1,0,0,0,0,0,0,1,0,1,-18.87171054,0.257533363
gmm_rs_ledoitwolf,3,0.21,5,17,1,1,0,0,0,0,0,0,1,0,1,-18.87189378,0.315115905
gmm_rs_oas,3,0.21,5,17,1,1,0,0,0,0,0,0,1,0,1,-18.87784529,0.230144426
gmm_rs_shrunk,3,0.21,5,17,1,1,0,0,0,0,0,0,1,0,1,-18.87912323,0.235474094
gmm_shrunk,3,0.21,5,17,1,1,0,0,0,0,0,0,1,0,1,-18.87912666,0.00135336
kmeans,3,0.21,5,17,1,1,0,2,2,0,0,0,1,0,1,123724.5943,0.001473269
kmeans_hg,3,0.21,5,17,1,1,0,2,2,0,0,0,1,0,1,123724.5943,0.318542657
kmeans_ms,3,0.21,5,17,1,1,0,2,2,0,0,0,1,0,1,123724.5943,0.321526259
kmeans_rs,3,0.21,5,17,1,1,0,2,2,0,0,0,1,0,1,123724.5943,0.244980996
gmm,3,0.21,5,18,0.96054676,0.94878832,0,0,0,0,0,0.017480491,0.965039019,0.112496241,0.94878832,-19.82462522,0.003467707
gmm_hg,3,0.21,5,18,0.96054676,0.94878832,0,0,0,0,0,0.017480491,0.965039019,0.112496241,0.94878832,-19.8244608,0.397084448
gmm_hg_ledoitwolf,3,0.21,5,18,0.96054676,0.94878832,0,0,0,0,0,0.017480491,0.965039019,0.112496241,0.94878832,-19.82453763,0.498137289
gmm_hg_oas,3,0.21,5,18,0.96054676,0.94878832,0,0,0,0,0,0.017480491,0.965039019,0.112496241,0.94878832,-19.82866535,0.430386169
gmm_hg_shrunk,3,0.21,5,18,0.96054676,0.94878832,0,0,0,0,0,0.017480491,0.965039019,0.112496241,0.94878832,-19.82989914,0.332860533
gmm_ledoitwolf,3,0.21,5,18,0.96054676,0.94878832,0,0,0,0,0,0.017480491,0.965039019,0.112496241,0.94878832,-19.82459351,0.007275758
gmm_ms,3,0.21,5,18,0.96054676,0.94878832,0,0,0,0,0,0.017480491,0.965039019,0.112496241,0.94878832,-19.82446289,0.352003446
gmm_ms_ledoitwolf,3,0.21,5,18,0.96054676,0.94878832,0,0,0,0,0,0.017480491,0.965039019,0.112496241,0.94878832,-19.82453903,0.424526911
gmm_ms_oas,3,0.21,5,18,0.96054676,0.94878832,0,0,0,0,0,0.017480491,0.965039019,0.112496241,0.94878832,-19.82866663,0.331912007
gmm_ms_shrunk,3,0.21,5,18,0.96054676,0.94878832,0,0,0,0,0,0.017480491,0.965039019,0.112496241,0.94878832,-19.82989619,0.297814089
gmm_oas,3,0.21,5,18,0.96054676,0.94878832,0,0,0,0,0,0.017480491,0.965039019,0.112496241,0.94878832,-19.82866663,0.002320711
gmm_rs,3,0.21,5,18,0.96054676,0.94878832,0,0,0,0,0,0.017480491,0.965039019,0.112496241,0.94878832,-19.82446053,0.32884072
gmm_rs_ledoitwolf,3,0.21,5,18,0.96054676,0.94878832,0,0,0,0,0,0.017480491,0.965039019,0.112496241,0.94878832,-19.82453691,0.415325026
gmm_rs_oas,3,0.21,5,18,0.96054676,0.94878832,0,0,0,0,0,0.017480491,0.965039019,0.112496241,0.94878832,-19.82866518,0.363626053
gmm_rs_shrunk,3,0.21,5,18,0.96054676,0.94878832,0,0,0,0,0,0.017480491,0.965039019,0.112496241,0.94878832,-19.82989763,0.267662787
gmm_shrunk,3,0.21,5,18,0.96054676,0.94878832,0,0,0,0,0,0.017480491,0.965039019,0.112496241,0.94878832,-19.82994361,0.001704711
kmeans,3,0.21,5,18,0.950942571,0.939365449,0,2,2,0,0,0.02173913,0.956521739,0.133177176,0.939365449,178482.9975,0.001314874
kmeans_hg,3,0.21,5,18,0.980068022,0.970191155,0,2,2,0,0,0.008829431,0.982341137,0.065492751,0.970191155,178415.463,0.320622997
kmeans_ms,3,0.21,5,18,0.980068022,0.970191155,0,2,2,0,0,0.008829431,0.982341137,0.065492751,0.970191155,178415.463,0.349873409
kmeans_rs,3,0.21,5,18,0.980068022,0.970191155,0,2,2,0,0,0.008829431,0.982341137,0.065492751,0.970191155,178415.463,0.22262468
gmm,3,0.21,5,19,0.989983167,0.982992973,0,0,0,0,0,0.004437012,0.991125975,0.03736769,0.982992973,-19.48364884,0.001277618
gmm_hg,3,0.21,5,19,0.989983167,0.982992973,0,0,0,0,0,0.004437012,0.991125975,0.03736769,0.982992973,-19.48359539,0.401520057
gmm_hg_ledoitwolf,3,0.21,5,19,0.989983167,0.982992973,0,0,0,0,0,0.004437012,0.991125975,0.03736769,0.982992973,-19.48427098,0.371824767
gmm_hg_oas,3,0.21,5,19,0.989983167,0.982992973,0,0,0,0,0,0.004437012,0.991125975,0.03736769,0.982992973,-19.49418328,0.373464116
gmm_hg_shrunk,3,0.21,5,19,0.989983167,0.982992973,0,0,0,0,0,0.004437012,0.991125975,0.03736769,0.982992973,-19.51463587,0.351644973
gmm_ledoitwolf,3,0.21,5,19,0.989983167,0.982992973,0,0,0,0,0,0.004437012,0.991125975,0.03736769,0.982992973,-19.48433398,0.001352885
gmm_ms,3,0.21,5,19,0.989983167,0.982992973,0,0,0,0,0,0.004437012,0.991125975,0.03736769,0.982992973,-19.4835951,0.377939584
gmm_ms_ledoitwolf,3,0.21,5,19,0.989983167,0.982992973,0,0,0,0,0,0.004437012,0.991125975,0.03736769,0.982992973,-19.48427273,0.411758876
gmm_ms_oas,3,0.21,5,19,0.989983167,0.982992973,0,0,0,0,0,0.004437012,0.991125975,0.03736769,0.982992973,-19.49418235,0.333385744
gmm_ms_shrunk,3,0.21,5,19,0.989983167,0.982992973,0,0,0,0,0,0.004437012,0.991125975,0.03736769,0.982992973,-19.51463384,0.295150566
gmm_oas,3,0.21,5,19,0.989983167,0.982992973,0,0,0,0,0,0.004437012,0.991125975,0.03736769,0.982992973,-19.49431154,0.001127967
gmm_rs,3,0.21,5,19,0.989983167,0.982992973,0,0,0,0,0,0.004437012,0.991125975,0.03736769,0.982992973,-19.48359512,0.296503656
gmm_rs_ledoitwolf,3,0.21,5,19,0.989983167,0.982992973,0,0,0,0,0,0.004437012,0.991125975,0.03736769,0.982992973,-19.48427131,0.348409297
gmm_rs_oas,3,0.21,5,19,0.989983167,0.982992973,0,0,0,0,0,0.004437012,0.991125975,0.03736769,0.982992973,-19.49418584,0.218771873
gmm_rs_shrunk,3,0.21,5,19,0.989983167,0.982992973,0,0,0,0,0,0.004437012,0.991125975,0.03736769,0.982992973,-19.51463931,0.296295734
gmm_shrunk,3,0.21,5,19,0.989983167,0.982992973,0,0,0,0,0,0.004437012,0.991125975,0.03736769,0.982992973,-19.51475107,0.001095924
kmeans,3,0.21,5,19,0.979916681,0.965969898,0,2,2,0,0,0.008896321,0.982207358,0.074768384,0.965969898,177872.7426,0.001055514
kmeans_hg,3,0.21,5,19,0.979916681,0.965969898,0,2,2,0,0,0.008896321,0.982207358,0.074768384,0.965969898,177872.7426,0.317846445
kmeans_ms,3,0.21,5,19,0.979916681,0.965969898,0,2,2,0,0,0.008896321,0.982207358,0.074768384,0.965969898,177872.7426,0.354109394
kmeans_rs,3,0.21,5,19,0.979916681,0.965969898,0,2,2,0,0,0.008896321,0.982207358,0.074768384,0.965969898,177872.7426,0.231190214
gmm,3,0.21,5,20,0.989983167,0.982992973,0,0,0,0,0,0.004437012,0.991125975,0.03736769,0.982992973,-19.54237502,0.002071569
gmm_hg,3,0.21,5,20,0.989983167,0.982992973,0,0,0,0,0,0.004437012,0.991125975,0.03736769,0.982992973,-19.54213196,0.306914342
gmm_hg_ledoitwolf,3,0.21,5,20,0.989983167,0.982992973,0,0,0,0,0,0.004437012,0.991125975,0.03736769,0.982992973,-19.54417227,0.463167831
gmm_hg_oas,3,0.21,5,20,0.989983167,0.982992973,0,0,0,0,0,0.004437012,0.991125975,0.03736769,0.982992973,-19.56800515,0.31395981
gmm_hg_shrunk,3,0.21,5,20,0.989983167,0.982992973,0,0,0,0,0,0.004437012,0.991125975,0.03736769,0.982992973,-19.61189257,0.289684598
gmm_ledoitwolf,3,0.21,5,20,0.989983167,0.982992973,0,0,0,0,0,0.004437012,0.991125975,0.03736769,0.982992973,-19.54427903,0.002193256
gmm_ms,3,0.21,5,20,0.989983167,0.982992973,0,0,0,0,0,0.004437012,0.991125975,0.03736769,0.982992973,-19.54213231,0.365218463
gmm_ms_ledoitwolf,3,0.21,5,20,0.989983167,0.982992973,0,0,0,0,0,0.004437012,0.991125975,0.03736769,0.982992973,-19.54417803,0.371399879
gmm_ms_oas,3,0.21,5,20,0.989983167,0.982992973,0,0,0,0,0,0.004437012,0.991125975,0.03736769,0.982992973,-19.56800515,0.303452863
gmm_ms_shrunk,3,0.21,5,20,0.989983167,0.982992973,0,0,0,0,0,0.004437012,0.991125975,0.03736769,0.982992973,-19.61189257,0.278263813
gmm_oas,3,0.21,5,20,0.989983167,0.982992973,0,0,0,0,0,0.004437012,0.991125975,0.03736769,0.982992973,-19.5683596,0.00186439
gmm_rs,3,0.21,5,20,0.989983167,0.982992973,0,0,0,0,0,0.004437012,0.991125975,0.03736769,0.982992973,-19.54212791,0.254710977
gmm_rs_ledoitwolf,3,0.21,5,20,0.989983167,0.982992973,0,0,0,0,0,0.004437012,0.991125975,0.03736769,0.982992973,-19.54417165,0.350636672
gmm_rs_oas,3,0.21,5,20,1,1,0,0,0,0,0,0,1,0,1,-19.5680089,0.243084875
gmm_rs_shrunk,3,0.21,5,20,0.989983167,0.982992973,0,0,0,0,0,0.004437012,0.991125975,0.03736769,0.982992973,-19.61196325,0.249750453
gmm_shrunk,3,0.21,5,20,0.980017349,0.966000234,0,0,0,0,0,0.008851728,0.982296544,0.07470171,0.966000234,-19.61323322,0.001977253
kmeans,3,0.21,5,20,0.960285019,0.936254318,0,2,2,0,0,0.017591973,0.964816054,0.140061455,0.936254318,204171.1633,0.002626296
kmeans_hg,3,0.21,5,20,0.960285019,0.936254318,0,2,2,0,0,0.017591973,0.964816054,0.140061455,0.936254318,204171.1633,0.328491113
kmeans_ms,3,0.21,5,20,0.960285019,0.936254318,0,2,2,0,0,0.017591973,0.964816054,0.140061455,0.936254318,204171.1633,0.344919464
kmeans_rs,3,0.21,5,20,0.960285019,0.936254318,0,2,2,0,0,0.017591973,0.964816054,0.140061455,0.936254318,204171.1633,0.262550055
gmm,3,0.21,10,1,0.96054676,0.94878832,0,0,0,0,0,0.017480491,0.965039019,0.112496241,0.94878832,-37.83845786,0.00308347
gmm_hg,3,0.21,10,1,0.562335559,0.687475748,1,1,1,1,1,0.233690078,0.532619844,0.570254545,0.687475748,-37.38561458,0.623752536
gmm_hg_ledoitwolf,3,0.21,10,1,1,1,0,0,0,0,0,0,1,0,1,-37.81249773,0.527737196
gmm_hg_oas,3,0.21,10,1,1,1,0,0,0,0,0,0,1,0,1,-37.91607446,0.542947852
gmm_hg_shrunk,3,0.21,10,1,1,1,0,0,0,0,0,0,1,0,1,-37.90484987,0.43104994
gmm_ledoitwolf,3,0.21,10,1,0.970255562,0.958975306,0,0,0,0,0,0.013177258,0.973645485,0.090128157,0.958975306,-37.84294031,0.008822841
gmm_ms,3,0.21,10,1,0.528428196,0.703026718,1,1,1,1,1,0.235540691,0.528918618,0.537753961,0.703026718,-37.35395628,0.688046537
gmm_ms_ledoitwolf,3,0.21,10,1,1,1,0,0,0,0,0,0,1,0,1,-37.81249773,0.719659313
gmm_ms_oas,3,0.21,10,1,1,1,0,0,0,0,0,0,1,0,1,-37.91610376,0.56289701
gmm_ms_shrunk,3,0.21,10,1,1,1,0,0,0,0,0,0,1,0,1,-37.90484708,0.533312212
gmm_oas,3,0.21,10,1,1,1,0,0,0,0,0,0,1,0,1,-37.9168942,0.003389342
gmm_rs,3,0.21,10,1,0.562335559,0.713098781,0,1,1,1,1,0.222162765,0.55567447,0.52358169,0.713098781,-37.3695452,0.53681541
gmm_rs_ledoitwolf,3,0.21,10,1,1,1,0,0,0,0,0,0,1,0,1,-37.81249788,0.483872422
gmm_rs_oas,3,0.21,10,1,1,1,0,0,0,0,0,0,1,0,1,-37.91601935,0.421645026
gmm_rs_shrunk,3,0.21,10,1,1,1,0,0,0,0,0,0,1,0,1,-37.90484835,0.40257492
gmm_shrunk,3,0.21,10,1,1,1,0,0,0,0,0,0,1,0,1,-37.90488266,0.003338479
kmeans,3,0.21,10,1,1,1,0,2,2,0,0,0,1,0,1,352671.5722,0.002537127
