algorithm,k,c,d,i,ari,obj,t
gmm_hg_oas,3,0.01,30,13,0.5043190255662591,-109.99093735240885,1.571103768
gmm_ledoitwolf,3,0.01,30,13,0.04488560273566274,-111.11194883612397,0.007948659
gmm_ms_ledoitwolf,3,0.01,30,13,0.4280783205157843,-109.79566743951924,2.547895965
gmm_rs_ledoitwolf,3,0.01,30,13,0.5368645694355143,-110.15583731673513,1.922852866
gmm_hg_ledoitwolf,3,0.01,30,13,0.5233081776993072,-109.52574970572257,2.401632379
kmeans,3,0.01,30,14,0.873361475078126,1.0969080955508421e6,0.00523957
kmeans_ms,3,0.01,30,14,0.8731421616484506,1.096615232626714e6,0.880495039
kmeans_rs,3,0.01,30,14,0.8731421616484506,1.096615232626714e6,0.800076006
kmeans_hg,3,0.01,30,14,0.8637825591361983,1.0966175019000247e6,0.9557902
gmm,3,0.01,30,14,0.24976913850628188,-107.87535101492111,0.016359218
gmm_ms,3,0.01,30,14,0.01452817992381213,-100.08605546389127,1.718201867
gmm_rs,3,0.01,30,14,0.010641815263656111,-99.98000662497373,0.726491596
gmm_hg,3,0.01,30,14,0.005625359268598952,-99.54863236750384,2.521579656
gmm_shrunk,3,0.01,30,14,0.289929986168347,-111.99197200789344,0.008301367
gmm_ms_shrunk,3,0.01,30,14,0.8122657218468552,-110.75740989851147,1.584951437
gmm_rs_shrunk,3,0.01,30,14,0.5125099667876721,-111.2784824110529,1.054594877
gmm_hg_shrunk,3,0.01,30,14,0.8450674871764532,-110.57093729701516,1.394040873
gmm_oas,3,0.01,30,14,0.3914349501303792,-111.78110784665895,0.015612521
gmm_ms_oas,3,0.01,30,14,0.9015429745701382,-111.0008249317186,1.73975449
gmm_rs_oas,3,0.01,30,14,0.5348719260951553,-111.23287666171176,0.976385494
gmm_hg_oas,3,0.01,30,14,0.8734131292374607,-110.9028767556868,1.686879501
gmm_ledoitwolf,3,0.01,30,14,0.39020392517939223,-111.83873699966703,0.026429584
gmm_ms_ledoitwolf,3,0.01,30,14,0.7773550099164219,-110.78277231688878,2.698718445
gmm_rs_ledoitwolf,3,0.01,30,14,0.5349253907090448,-111.49967349159354,1.786874558
gmm_hg_ledoitwolf,3,0.01,30,14,0.8357538698178171,-110.59830665243378,2.385438402
kmeans,3,0.01,40,13,0.43879815927549315,1.9631943336645355e6,0.00524647
kmeans_ms,3,0.01,40,13,0.6004368580454471,1.9424560974226857e6,1.33167062
kmeans_rs,3,0.01,40,13,0.6255202042650427,1.941773987374384e6,0.998719878
kmeans_hg,3,0.01,40,13,0.575517101259513,1.9417179551418212e6,1.394494306
gmm,3,0.01,40,13,0.3790967418317928,-148.12010710235725,0.132819695
gmm_ms,3,0.01,40,13,0.04308318508817493,-129.06100043336704,3.756959411
gmm_rs,3,0.01,40,13,0.005840308940780895,-133.36849808154327,1.702961228
gmm_hg,3,0.01,40,13,0.04418719123793984,-128.996024014291,3.132013426
gmm_shrunk,3,0.01,40,13,0.38686974150931924,-153.38831739307193,0.023672336
gmm_ms_shrunk,3,0.01,40,13,0.5004246862557565,-150.27634851196268,4.216091861
gmm_rs_shrunk,3,0.01,40,13,0.5485183407973747,-149.88020394943618,1.951319624
gmm_hg_shrunk,3,0.01,40,13,0.9701508442364869,-147.8660706588606,4.711912634
gmm_oas,3,0.01,40,13,0.38686974150931924,-153.53456472141008,0.018935796
gmm_ms_oas,3,0.01,40,13,0.4824238818725275,-149.76789845878878,4.111755859
gmm_rs_oas,3,0.01,40,13,0.47190490745025765,-149.9243388115917,1.867684582
gmm_hg_oas,3,0.01,40,13,0.7548609348589294,-149.19893512477742,3.295349265
gmm_ledoitwolf,3,0.01,40,13,0.39533820558133653,-154.1778647141352,0.016891738
gmm_ms_ledoitwolf,3,0.01,40,13,0.5014543724861379,-150.6242622442732,4.862540461
gmm_rs_ledoitwolf,3,0.01,40,13,0.5289167207863221,-151.4203822650822,2.094748109
gmm_hg_ledoitwolf,3,0.01,40,13,0.9800680223095938,-149.53916764582794,3.96873856
kmeans,3,0.01,40,14,0.7363517327102942,1.2491278113944996e6,0.005045927
kmeans_ms,3,0.01,40,14,0.7623005580312929,1.248709773124269e6,1.297057045
kmeans_rs,3,0.01,40,14,0.779967408447886,1.2487802443183076e6,0.837414793
kmeans_hg,3,0.01,40,14,0.7711259689411616,1.2487005399415467e6,1.286555193
gmm,3,0.01,40,14,0.12947472106873245,-139.76906938000488,0.019968811
gmm_ms,3,0.01,40,14,0.02687559355434828,-121.66550060494342,7.946837851
gmm_rs,3,0.01,40,14,0.012806432723361641,-124.80610947399997,1.586826538
gmm_hg,3,0.01,40,14,0.03002541120124316,-120.87935847870773,2.832344171
gmm_shrunk,3,0.01,40,14,0.18470778881065134,-143.63800812598666,0.020839364
gmm_ms_shrunk,3,0.01,40,14,0.3714117359873828,-142.42346590597518,4.00620315
gmm_rs_shrunk,3,0.01,40,14,0.9601360446191876,-140.08367387423533,2.552029018
gmm_hg_shrunk,3,0.01,40,14,0.8063288414691796,-140.58028318197302,4.201365584
gmm_oas,3,0.01,40,14,0.25442397261015287,-144.05002997498315,0.030244639
gmm_ms_oas,3,0.01,40,14,0.4957348475646787,-142.3443148807182,4.465925036
gmm_rs_oas,3,0.01,40,14,0.5201418112874994,-142.23278992207975,2.534531378
gmm_hg_oas,3,0.01,40,14,0.5225563375147768,-142.2619397691091,3.764867089
gmm_ledoitwolf,3,0.01,40,14,0.2771161652175108,-144.39006037354463,0.032285793
gmm_ms_ledoitwolf,3,0.01,40,14,0.6063335248250268,-142.28450989092676,6.612459608
gmm_rs_ledoitwolf,3,0.01,40,14,0.9503252785053601,-140.74976301053928,4.107939086
gmm_hg_ledoitwolf,3,0.01,40,14,0.9700501725475712,-140.72076802946808,5.199406243
kmeans,3,0.21,2,13,0.9899831669528851,92671.55159374682,0.000970021
kmeans_ms,3,0.21,2,13,0.9899831669528851,92671.55159374682,0.305342268
kmeans_rs,3,0.21,2,13,0.9899831669528851,92671.55159374682,0.172150429
kmeans_hg,3,0.21,2,13,0.9899831669528851,92671.55159374682,0.237773995
gmm,3,0.21,2,13,1.0,-8.571390904465368,0.011154346
gmm_ms,3,0.21,2,13,1.0,-8.571355198544612,0.2016489
gmm_rs,3,0.21,2,13,1.0,-8.571355228586551,0.220683579
gmm_hg,3,0.21,2,13,1.0,-8.57135528575222,0.270026409
gmm_shrunk,3,0.21,2,13,1.0,-8.645832277423375,0.000800967
gmm_ms_shrunk,3,0.21,2,13,1.0,-8.645133399449799,0.185839851
gmm_rs_shrunk,3,0.21,2,13,1.0,-8.645396740154304,0.204549973
gmm_hg_shrunk,3,0.21,2,13,1.0,-8.645133399449799,0.216073504
gmm_oas,3,0.21,2,13,1.0,-8.577201439341682,0.000703386
gmm_ms_oas,3,0.21,2,13,1.0,-8.577173665368203,0.195871662
gmm_rs_oas,3,0.21,2,13,1.0,-8.57717808966725,0.207445174
gmm_hg_oas,3,0.21,2,13,1.0,-8.577173665368203,0.208709765
gmm_ledoitwolf,3,0.21,2,13,1.0,-8.588966945657658,0.000986007
gmm_ms_ledoitwolf,3,0.21,2,13,1.0,-8.588620774615386,0.215600909
gmm_rs_ledoitwolf,3,0.21,2,13,1.0,-8.588677866056498,0.214522254
gmm_hg_ledoitwolf,3,0.21,2,13,1.0,-8.588620774615386,0.220685047
kmeans,3,0.21,2,14,0.9509425707085792,57551.62230111254,0.002659939
kmeans_ms,3,0.21,2,14,0.9509425707085792,57551.62230111254,0.352121159
kmeans_rs,3,0.21,2,14,0.9509425707085792,57551.62230111254,0.217454806
kmeans_hg,3,0.21,2,14,0.9509425707085792,57551.62230111254,0.312664492
gmm,3,0.21,2,14,0.5170126522018652,-8.574419465266466,0.003273482
gmm_ms,3,0.21,2,14,1.0,-8.048854000913899,0.217480872
gmm_rs,3,0.21,2,14,1.0,-8.04885399087863,0.178493234
gmm_hg,3,0.21,2,14,1.0,-8.048854081442492,0.230809872
gmm_shrunk,3,0.21,2,14,0.528780481367531,-8.582641711329872,0.002868615
gmm_ms_shrunk,3,0.21,2,14,1.0,-8.061880965118002,0.192229372
gmm_rs_shrunk,3,0.21,2,14,1.0,-8.06189813457222,0.162744095
gmm_hg_shrunk,3,0.21,2,14,1.0,-8.061897383047205,0.173701259
gmm_oas,3,0.21,2,14,0.5170126522018652,-8.575164307469159,0.003370497
gmm_ms_oas,3,0.21,2,14,1.0,-8.049723428817344,0.20586054
gmm_rs_oas,3,0.21,2,14,1.0,-8.049723788606732,0.177073925
gmm_hg_oas,3,0.21,2,14,1.0,-8.049724844183187,0.182416761
gmm_ledoitwolf,3,0.21,2,14,0.5170126522018652,-8.58085311639834,0.003599669
gmm_ms_ledoitwolf,3,0.21,2,14,1.0,-8.05075124919804,0.240347989
gmm_rs_ledoitwolf,3,0.21,2,14,1.0,-8.050751490627123,0.149857697
gmm_hg_ledoitwolf,3,0.21,2,14,1.0,-8.050752847459881,0.233393249
kmeans,3,0.21,5,13,0.9700501725475712,189204.36429217635,0.001262762
kmeans_ms,3,0.21,5,13,0.9700501725475712,189204.36429217635,0.331592307
kmeans_rs,3,0.21,5,13,0.9700501725475712,189204.36429217635,0.230598481
kmeans_hg,3,0.21,5,13,0.9700501725475712,189204.36429217635,0.295099002
gmm,3,0.21,5,13,0.9800666666666666,-19.852730841465267,0.002149293
gmm_ms,3,0.21,5,13,0.9899831669528851,-19.85233412605037,0.40105616
gmm_rs,3,0.21,5,13,0.9899831669528851,-19.85233378616442,0.296453965
gmm_hg,3,0.21,5,13,0.9899831669528851,-19.8523340380077,0.316706366
gmm_shrunk,3,0.21,5,13,0.9899831669528851,-19.860008437638207,0.001688626
gmm_ms_shrunk,3,0.21,5,13,0.9899831669528851,-19.859722873994063,0.296720238
gmm_rs_shrunk,3,0.21,5,13,0.9899831669528851,-19.85969576381122,0.223581091
gmm_hg_shrunk,3,0.21,5,13,0.9899831669528851,-19.859701286798114,0.328888635
gmm_oas,3,0.21,5,13,0.9899831669528851,-19.85833228460678,0.001745005
gmm_ms_oas,3,0.21,5,13,0.9899831669528851,-19.857838493121324,0.342724773
gmm_rs_oas,3,0.21,5,13,0.9899831669528851,-19.85782330324436,0.249048572
gmm_hg_oas,3,0.21,5,13,0.9899831669528851,-19.857837552173837,0.38053617
gmm_ledoitwolf,3,0.21,5,13,0.9800666666666666,-19.85264133608033,0.002252693
gmm_ms_ledoitwolf,3,0.21,5,13,0.9899831669528851,-19.85243389817733,0.435816811
gmm_rs_ledoitwolf,3,0.21,5,13,0.9899831669528851,-19.85243330813523,0.336999061
gmm_hg_ledoitwolf,3,0.21,5,13,0.9899831669528851,-19.85243389817733,0.388138843
kmeans,3,0.21,5,14,0.9899831669528851,179066.15330654167,0.001234349
kmeans_ms,3,0.21,5,14,0.9899831669528851,179066.15330654167,0.342399235
kmeans_rs,3,0.21,5,14,0.9899831669528851,179066.15330654167,0.228354502
kmeans_hg,3,0.21,5,14,0.9899831669528851,179066.15330654167,0.31176346
gmm,3,0.21,5,14,0.9800166697502282,-19.808500320293383,0.001770211
gmm_ms,3,0.21,5,14,0.9800166697502282,-19.80849371550261,0.342009622
gmm_rs,3,0.21,5,14,0.9800166697502282,-19.808493728109855,0.285006751
gmm_hg,3,0.21,5,14,0.9800166697502282,-19.80849380636448,0.321265417
gmm_shrunk,3,0.21,5,14,0.9800166697502282,-19.820047765195124,0.000979309
gmm_ms_shrunk,3,0.21,5,14,0.9800166697502282,-19.819916786381146,0.269483361
gmm_rs_shrunk,3,0.21,5,14,0.9800166697502282,-19.819927188409288,0.277543548
gmm_hg_shrunk,3,0.21,5,14,0.9800166697502282,-19.819927147435305,0.355287344
gmm_oas,3,0.21,5,14,0.9800166697502282,-19.819240651639436,0.001191326
gmm_ms_oas,3,0.21,5,14,0.9800166697502282,-19.819007324697708,0.30177417
gmm_rs_oas,3,0.21,5,14,0.9800166697502282,-19.819056465716855,0.28977017
gmm_hg_oas,3,0.21,5,14,0.9800166697502282,-19.819009801653916,0.289210043
gmm_ledoitwolf,3,0.21,5,14,0.9800166697502282,-19.808705183691153,0.001705742
gmm_ms_ledoitwolf,3,0.21,5,14,0.9800166697502282,-19.808691901504954,0.384108786
gmm_rs_ledoitwolf,3,0.21,5,14,0.9800166697502282,-19.80869166730958,0.347980141
gmm_hg_ledoitwolf,3,0.21,5,14,0.9800166697502282,-19.808692053712118,0.369937064
kmeans,3,0.21,10,13,0.9799166810177865,366104.9486823449,0.001236243
kmeans_ms,3,0.21,10,13,0.9799166810177865,366104.9486823449,0.379431978
kmeans_rs,3,0.21,10,13,0.9799166810177865,366104.9486823449,0.272140434
kmeans_hg,3,0.21,10,13,0.9799166810177865,366104.9486823449,0.359004442
gmm,3,0.21,10,13,0.9899831669528851,-37.6307014039119,0.001404305
gmm_ms,3,0.21,10,13,1.0,-37.62634028055433,0.64873526
gmm_rs,3,0.21,10,13,1.0,-37.62634027967119,0.274601207
gmm_hg,3,0.21,10,13,0.537490620194427,-37.426210528293815,0.46862109
gmm_shrunk,3,0.21,10,13,0.9899831669528851,-37.85793028333215,0.001237711
gmm_ms_shrunk,3,0.21,10,13,1.0,-37.85551938309722,0.510761179
gmm_rs_shrunk,3,0.21,10,13,1.0,-37.85551086534781,0.356069185
gmm_hg_shrunk,3,0.21,10,13,1.0,-37.85551701986043,0.451076894
gmm_oas,3,0.21,10,13,0.9899831669528851,-37.85725167047612,0.001408832
gmm_ms_oas,3,0.21,10,13,0.9899831669528851,-37.85700065151583,0.533315113
gmm_rs_oas,3,0.21,10,13,0.9899831669528851,-37.856996785225064,0.343445808
gmm_hg_oas,3,0.21,10,13,0.9899831669528851,-37.85700326120341,0.46664253
gmm_ledoitwolf,3,0.21,10,13,0.9800166697502282,-37.651077484855975,0.001526323
gmm_ms_ledoitwolf,3,0.21,10,13,1.0,-37.64640816919377,0.618202478
gmm_rs_ledoitwolf,3,0.21,10,13,1.0,-37.64639843844365,0.381996863
gmm_hg_ledoitwolf,3,0.21,10,13,1.0,-37.64639845211133,0.489109872
kmeans,3,0.21,10,14,0.9899831669528851,326452.40980100847,0.002348511
kmeans_ms,3,0.21,10,14,0.9899831669528851,326452.40980100847,0.382702034
kmeans_rs,3,0.21,10,14,0.9899831669528851,326452.40980100847,0.277489356
kmeans_hg,3,0.21,10,14,0.9899831669528851,326452.40980100847,0.353512976
gmm,3,0.21,10,14,0.9899831669528851,-37.29945844536122,0.00636175
gmm_ms,3,0.21,10,14,0.5627780040925028,-37.19081820043596,0.515753723
gmm_rs,3,0.21,10,14,0.5646918021900235,-36.99946215366656,0.600430954
gmm_hg,3,0.21,10,14,0.5342027629890416,-37.0552664998061,0.583309024
gmm_shrunk,3,0.21,10,14,0.44328192805250727,-38.151827871964976,0.00166054
gmm_ms_shrunk,3,0.21,10,14,0.9899831669528851,-37.354436372763686,0.469703759
gmm_rs_shrunk,3,0.21,10,14,0.9899831669528851,-37.354350640320796,0.269997228
gmm_hg_shrunk,3,0.21,10,14,0.9899831669528851,-37.35436866793584,0.477341314
gmm_oas,3,0.21,10,14,0.9899831669528851,-37.34607017676206,0.006048219
gmm_ms_oas,3,0.21,10,14,0.9899831669528851,-37.34479598800063,0.503844952
gmm_rs_oas,3,0.21,10,14,0.9899831669528851,-37.34489661681635,0.362921445
gmm_hg_oas,3,0.21,10,14,0.9899831669528851,-37.34493462056773,0.48157881
gmm_ledoitwolf,3,0.21,10,14,0.9899831669528851,-37.30060076342876,0.010023675
gmm_ms_ledoitwolf,3,0.21,10,14,0.9899831669528851,-37.3003889807558,0.698337117
gmm_rs_ledoitwolf,3,0.21,10,14,0.9899831669528851,-37.30038789254866,0.448560743
gmm_hg_ledoitwolf,3,0.21,10,14,0.9899831669528851,-37.30038791400985,0.591276956
kmeans,3,0.21,20,13,0.9899831669528851,653849.8054229148,0.001192485
kmeans_ms,3,0.21,20,13,0.9899831669528851,653849.8054229148,0.462740111
kmeans_rs,3,0.21,20,13,0.9899831669528851,653849.8054229148,0.395808847
kmeans_hg,3,0.21,20,13,0.9899831669528851,653849.8054229148,0.506448418
gmm,3,0.21,20,13,0.9800666666666666,-71.63694862109264,0.001895868
gmm_ms,3,0.21,20,13,0.5426326504231274,-70.29858263282055,1.037151869
gmm_rs,3,0.21,20,13,0.016354792523749582,-69.14733607464288,1.416837421
gmm_hg,3,0.21,20,13,0.006218505414388393,-69.3100149511059,1.069794889
gmm_shrunk,3,0.21,20,13,0.9899831669528851,-72.18543240959299,0.001754314
gmm_ms_shrunk,3,0.21,20,13,0.9899831669528851,-72.18542438089284,0.806192241
gmm_rs_shrunk,3,0.21,20,13,0.9899831669528851,-72.18543189880144,0.486719587
gmm_hg_shrunk,3,0.21,20,13,0.9899831669528851,-72.18543016743686,0.742347588
gmm_oas,3,0.21,20,13,0.9899831669528851,-72.24440501867566,0.001467004
gmm_ms_oas,3,0.21,20,13,0.9899831669528851,-72.2438035323431,0.840541783
gmm_rs_oas,3,0.21,20,13,0.9899831669528851,-72.24144319273043,0.753269404
gmm_hg_oas,3,0.21,20,13,0.9899831669528851,-72.24195280479685,0.918555874
gmm_ledoitwolf,3,0.21,20,13,0.9899831669528851,-71.74912726277813,0.004521851
gmm_ms_ledoitwolf,3,0.21,20,13,1.0,-71.71842528600484,1.129161505
gmm_rs_ledoitwolf,3,0.21,20,13,1.0,-71.71842156051459,0.863912408
gmm_hg_ledoitwolf,3,0.21,20,13,1.0,-71.71841690857613,1.100091142
kmeans,3,0.21,20,14,0.9701508442364869,727675.2402919928,0.002227567
kmeans_ms,3,0.21,20,14,0.9701508442364869,727675.2402919928,0.516634104
kmeans_rs,3,0.21,20,14,0.9701508442364869,727675.2402919928,0.415787176
kmeans_hg,3,0.21,20,14,0.9701508442364869,727675.2402919928,0.544392122
gmm,3,0.21,20,14,0.9700013669103987,-72.87936352236811,0.005323668
gmm_ms,3,0.21,20,14,0.005381985445541565,-70.23188813032654,2.05390278
gmm_rs,3,0.21,20,14,0.00767883887687665,-70.00971008609892,0.86865124
gmm_hg,3,0.21,20,14,0.019742876785743796,-70.05970623626592,1.113069854
gmm_shrunk,3,0.21,20,14,0.9899831669528851,-73.41698241843258,0.003183292
gmm_ms_shrunk,3,0.21,20,14,0.9899831669528851,-73.41698131998757,1.054172749
gmm_rs_shrunk,3,0.21,20,14,0.9899831669528851,-73.41698173279264,0.597613639
gmm_hg_shrunk,3,0.21,20,14,0.9899831669528851,-73.41698131998757,0.754502439
gmm_oas,3,0.21,20,14,0.9899831669528851,-73.49562738455192,0.005940277
gmm_ms_oas,3,0.21,20,14,0.9899831669528851,-73.49562447771928,1.06218607
gmm_rs_oas,3,0.21,20,14,0.9899831669528851,-73.49562413559852,0.644217727
gmm_hg_oas,3,0.21,20,14,0.9899831669528851,-73.49562539196073,0.927076316
gmm_ledoitwolf,3,0.21,20,14,0.9899831669528851,-73.01854892199,0.00505936
gmm_ms_ledoitwolf,3,0.21,20,14,0.9899831669528851,-73.0185487992977,1.468712933
gmm_rs_ledoitwolf,3,0.21,20,14,0.9899831669528851,-73.018548796451,0.713112776
gmm_hg_ledoitwolf,3,0.21,20,14,0.9899831669528851,-73.01854880139626,1.04842665
kmeans,3,0.21,30,13,1.0,895619.9571823484,0.001675079
kmeans_ms,3,0.21,30,13,1.0,895619.9571823484,0.638507628
kmeans_rs,3,0.21,30,13,1.0,895619.9571823484,0.505214645
kmeans_hg,3,0.21,30,13,1.0,895619.9571823484,0.700114303
gmm,3,0.21,30,13,0.6740372282225237,-105.68738882324429,0.014410392
gmm_ms,3,0.21,30,13,0.0016341905560032356,-96.90411602776229,1.516273742
gmm_rs,3,0.21,30,13,0.005624253271621975,-97.9652690184413,0.904200425
gmm_hg,3,0.21,30,13,0.015266069681799391,-96.21148762856384,2.509494923
gmm_shrunk,3,0.21,30,13,0.7997883056324,-106.20410930651454,0.00856935
gmm_ms_shrunk,3,0.21,30,13,1.0,-105.44637244076301,1.561628619
gmm_rs_shrunk,3,0.21,30,13,1.0,-105.44637243961668,1.102702545
gmm_hg_shrunk,3,0.21,30,13,1.0,-105.44637244242415,1.167753898
gmm_oas,3,0.21,30,13,0.9414439242241618,-105.93726454917183,0.015949674
gmm_ms_oas,3,0.21,30,13,1.0,-105.70204870821979,1.470861544
gmm_rs_oas,3,0.21,30,13,1.0,-105.70204870131641,1.275234977
gmm_hg_oas,3,0.21,30,13,1.0,-105.70204871199908,1.397693007
gmm_ledoitwolf,3,0.21,30,13,0.7534002400366973,-105.75486806751101,0.015170939
gmm_ms_ledoitwolf,3,0.21,30,13,1.0,-104.85292563727305,2.173507436
gmm_rs_ledoitwolf,3,0.21,30,13,1.0,-104.85292563726262,1.416309007
gmm_hg_ledoitwolf,3,0.21,30,13,1.0,-104.85292563728017,1.834585785
kmeans,3,0.21,30,14,0.9800680223095938,1.0584105637566552e6,0.00148962
kmeans_ms,3,0.21,30,14,0.9800680223095938,1.0584105637566552e6,0.537563043
kmeans_rs,3,0.21,30,14,0.9800680223095938,1.0584105637566552e6,0.489129718
kmeans_hg,3,0.21,30,14,0.9800680223095938,1.0584105637566552e6,0.616903331
gmm,3,0.21,30,14,0.5183661337965596,-108.13963562755696,0.010349571
gmm_ms,3,0.21,30,14,0.03891327804970359,-101.8483128240935,1.716647284
gmm_rs,3,0.21,30,14,0.041705225522751,-99.08674357474747,0.993320817
gmm_hg,3,0.21,30,14,0.016348449026046784,-98.96046467370614,1.380358275
gmm_shrunk,3,0.21,30,14,0.9219927706696895,-108.39034553557241,0.010819071
gmm_ms_shrunk,3,0.21,30,14,1.0,-108.08372657635867,1.6116708
gmm_rs_shrunk,3,0.21,30,14,1.0,-108.08372588509273,0.892895223
gmm_hg_shrunk,3,0.21,30,14,1.0,-108.0837265244496,1.058445818
gmm_oas,3,0.21,30,14,0.9219927706696895,-108.93293941387456,0.012754149
gmm_ms_oas,3,0.21,30,14,1.0,-108.6658274360134,1.508928168
gmm_rs_oas,3,0.21,30,14,1.0,-108.66580785308396,1.013914831
gmm_hg_oas,3,0.21,30,14,1.0,-108.6658207017993,1.217669914
gmm_ledoitwolf,3,0.21,30,14,0.5547943527951855,-109.50559463614987,0.008907384
gmm_ms_ledoitwolf,3,0.21,30,14,1.0,-107.41756901521119,2.390307204
gmm_rs_ledoitwolf,3,0.21,30,14,1.0,-107.41756900182206,1.034183828
gmm_hg_ledoitwolf,3,0.21,30,14,1.0,-107.41756901519175,1.423969916
kmeans,3,0.21,40,13,0.9603897313905567,1.2625374914984582e6,0.003519714
kmeans_ms,3,0.21,40,13,0.9603897313905567,1.2625374914984582e6,0.651609484
kmeans_rs,3,0.21,40,13,0.9603897313905567,1.2625374914984582e6,0.642980822
kmeans_hg,3,0.21,40,13,0.9603897313905567,1.2625374914984582e6,0.766039828
gmm,3,0.21,40,13,0.037160133135885676,-135.4737127745029,0.006629063
gmm_ms,3,0.21,40,13,0.06815137620394487,-131.0072798376713,3.56179108
gmm_rs,3,0.21,40,13,0.030982726667442846,-128.00479586414562,1.71938215
gmm_hg,3,0.21,40,13,0.0584643634456186,-123.58417744318807,2.807532219
gmm_shrunk,3,0.21,40,13,0.042194387090447476,-145.740796149749,0.006844953
gmm_ms_shrunk,3,0.21,40,13,0.9406621107981961,-141.4989749698989,3.827054814
gmm_rs_shrunk,3,0.21,40,13,0.5421487256140892,-142.5356630546786,2.086314162
gmm_hg_shrunk,3,0.21,40,13,0.9800166697502282,-141.20749320090027,3.238333452
gmm_oas,3,0.21,40,13,0.03942023781390295,-145.48970740136716,0.004355168
gmm_ms_oas,3,0.21,40,13,0.9600891042094737,-142.33897410539245,4.044763047
gmm_rs_oas,3,0.21,40,13,0.5378023084870974,-142.39814865654276,2.510180169
gmm_hg_oas,3,0.21,40,13,0.9506222157354599,-142.15461281328965,3.510825865
gmm_ledoitwolf,3,0.21,40,13,0.039342294712649876,-145.59660682938144,0.007941274
gmm_ms_ledoitwolf,3,0.21,40,13,0.9214497875181402,-141.09788005166237,4.38981103
gmm_rs_ledoitwolf,3,0.21,40,13,0.49230600345968684,-141.8421202522106,2.058262666
gmm_hg_ledoitwolf,3,0.21,40,13,0.9800166697502282,-140.48590427914223,3.590349443
kmeans,3,0.21,40,14,0.8773049096210539,2.1327615309816753e6,0.003054793
kmeans_ms,3,0.21,40,14,0.895009086109355,2.1324575751215913e6,0.93558048
kmeans_rs,3,0.21,40,14,0.895009086109355,2.1324575751215913e6,0.429668785
kmeans_hg,3,0.21,40,14,0.895009086109355,2.1324575751215913e6,0.515530709
gmm,3,0.21,40,14,0.27439062642240625,-146.76180673362433,0.020450426
gmm_ms,3,0.21,40,14,0.05516548057901226,-129.87837700919764,3.558835955
gmm_rs,3,0.21,40,14,0.029035976934881497,-130.94074717321965,1.397973766
gmm_hg,3,0.21,40,14,0.0874356277296814,-129.3020375604998,1.928303616
gmm_shrunk,3,0.21,40,14,0.28131366785256795,-152.66444756190958,0.014389178
gmm_ms_shrunk,3,0.21,40,14,0.5659026705992417,-149.24087343385978,2.125825535
gmm_rs_shrunk,3,0.21,40,14,0.556975900696453,-149.82759500785602,1.000941639
gmm_hg_shrunk,3,0.21,40,14,0.9899831669528851,-147.6289149910693,1.704082728
gmm_oas,3,0.21,40,14,0.28131366785256795,-152.60513805776623,0.012833116
gmm_ms_oas,3,0.21,40,14,0.5659026705992417,-149.0253805097568,2.045523847
gmm_rs_oas,3,0.21,40,14,0.5510158065508145,-149.31895376077378,0.928648073
gmm_hg_oas,3,0.21,40,14,0.884613995347283,-148.39400210798678,1.628297732
gmm_ledoitwolf,3,0.21,40,14,0.3237406784198551,-152.22970501494368,0.013643756
gmm_ms_ledoitwolf,3,0.21,40,14,0.5048526598936802,-148.75861250430052,2.514939424
gmm_rs_ledoitwolf,3,0.21,40,14,0.5074852662616666,-148.86057714211444,1.181611523
gmm_hg_ledoitwolf,3,0.21,40,14,0.9414439242241618,-147.63109656223182,1.852608942
kmeans,10,-0.26,2,13,0.42843059093453595,139085.86932083624,0.015927124
kmeans_ms,10,-0.26,2,13,0.4345059654182189,125883.21937246807,6.310783861
kmeans_rs,10,-0.26,2,13,0.4324264514952708,125879.09231005562,4.811453256
kmeans_hg,10,-0.26,2,13,0.4315819688832503,125881.73406320764,6.023704183
gmm,10,-0.26,2,13,0.36970194059821987,-9.015528384382325,0.044212149
gmm_ms,10,-0.26,2,13,0.29479243882280515,-8.984178903050482,2.011872646
gmm_rs,10,-0.26,2,13,0.4239282257628353,-8.986937638284093,0.951029271
gmm_hg,10,-0.26,2,13,0.33612152019574687,-8.962774465897963,1.948611218
gmm_shrunk,10,-0.26,2,13,0.3661316986083783,-9.03371200298914,0.00490295
gmm_ms_shrunk,10,-0.26,2,13,0.3439405920294941,-9.006994915626002,1.424056967
gmm_rs_shrunk,10,-0.26,2,13,0.4241520067117379,-9.004841851511172,0.708601427
gmm_hg_shrunk,10,-0.26,2,13,0.3671590067492978,-9.00734265827741,1.3396938
gmm_oas,10,-0.26,2,13,0.37220213020166293,-9.015847671767155,0.006176897
gmm_ms_oas,10,-0.26,2,13,0.42045549577676794,-9.000427541530422,1.793334806
gmm_rs_oas,10,-0.26,2,13,0.4199650064520266,-8.988493895838486,0.86633202
gmm_hg_oas,10,-0.26,2,13,0.3447313167052322,-8.990867218326338,1.650911244
gmm_ledoitwolf,10,-0.26,2,13,0.3699015317227758,-9.015762780994221,0.006420331
gmm_ms_ledoitwolf,10,-0.26,2,13,0.41752540497648205,-8.999932729504525,2.064879274
gmm_rs_ledoitwolf,10,-0.26,2,13,0.37718194498404567,-8.98898306978495,0.959239432
gmm_hg_ledoitwolf,10,-0.26,2,13,0.39863312101416154,-8.989738615235542,1.843191107
kmeans,10,-0.26,2,14,0.39442308934971204,177327.357637722,0.01426887
